SEX,AGE,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,SELF,RELA,VERBAL,Field1
1,23,5,4,4,4,3,1,0,3,1,0,0,1,0,1,1,3,2,1,3,5
1,25,5,3,4,4,3,2,-1,4,0,0,1,0,2,1,1,3,1,1,3,5
1,23,5,4,2,2,1,0,0,1,0,0,0,0,0,1,2,3,2,2,2,5
2,20,5,1,1,2,0,0,0,1,0,1,0,0,0,3,1,2,1,2,1,5
1,20,5,1,3,3,0,0,0,0,-1,0,0,0,0,3,2,2,3,1,0,5
1,24,5,4,4,4,4,1,0,5,0,0,1,1,3,2,2,3,3,1,3,5
1,25,5,2,2,2,0,0,0,1,0,0,0,0,0,1,2,3,2,2,0,5
1,20,5,4,3,3,1,1,0,1,0,0,0,0,1,2,1,3,2,2,0,5
1,27,5,3,3,2,0,0,0,0,0,0,0,0,0,1,1,3,2,0,3,5
1,21,5,4,4,3,2,1,2,3,-1,0,0,0,1,2,1,3,1,1,0,5
1,24,5,4,3,2,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,5
2,20,5,2,4,4,1,0,2,2,0,0,0,0,0,1,1,3,0,2,1,5
2,20,5,3,4,4,3,1,2,1,0,0,0,1,2,1,3,3,0,1,0,5
1,28,5,3,3,1,2,0,0,2,0,0,0,0,1,1,1,3,1,2,0,5
2,26,5,1,1,2,0,0,0,1,0,0,0,0,0,1,1,3,2,2,0,5
2,22,5,1,1,2,0,0,0,1,1,0,0,0,0,1,2,3,2,2,0,5
1,29,5,2,1,1,0,0,-1,0,0,0,0,0,0,0,0,2,2,2,0,5
1,21,5,3,1,3,4,0,0,1,0,0,0,0,0,1,1,3,2,0,0,5
2,19,5,1,4,4,1,1,-1,1,-1,0,0,0,0,1,1,3,2,1,1,5
1,21,5,3,4,3,1,0,0,0,-1,0,0,0,0,1,1,3,2,1,3,5
1,22,5,1,4,3,0,0,0,0,1,0,0,0,0,1,1,3,3,1,3,5
2,18,5,2,3,3,3,1,2,2,0,0,0,0,0,3,1,3,2,1,1,5
1,27,5,2,2,2,2,0,0,1,0,0,0,1,1,1,2,3,2,1,2,5
1,21,5,1,1,2,0,1,0,1,0,0,0,0,0,1,2,2,2,2,0,5
2,18,5,3,2,3,0,1,0,0,0,0,0,0,0,1,1,2,0,0,2,5
1,25,5,3,3,3,0,0,0,0,0,0,0,0,0,1,1,3,0,3,0,5
2,18,5,4,3,3,0,0,0,1,0,0,0,0,0,2,1,3,2,1,0,5
2,18,5,3,2,3,0,0,0,0,-1,0,0,0,0,1,2,3,0,1,3,5
1,23,5,3,4,4,2,1,2,2,0,0,0,1,1,1,1,3,1,1,1,5
2,22,5,1,2,2,2,1,0,1,0,0,0,0,0,1,0,3,0,0,0,5
1,20,5,3,1,1,2,0,0,2,0,0,0,0,1,2,0,3,0,0,0,5
1,26,5,3,1,1,1,0,0,0,0,0,0,0,0,2,1,3,0,0,0,5
1,22,5,1,1,2,3,2,0,2,-1,0,0,0,0,1,1,3,2,1,1,5
2,18,5,1,3,4,0,0,0,3,0,0,0,1,1,1,0,3,3,1,3,5
1,22,5,3,1,3,0,1,0,1,0,0,0,0,0,1,2,3,2,2,0,5
1,23,5,1,1,1,1,1,0,2,-1,0,0,0,1,1,2,3,1,1,2,5
2,22,5,2,1,1,0,0,0,1,-1,0,0,0,0,2,1,3,0,1,0,5
2,20,5,3,4,3,1,1,0,1,0,0,0,0,0,1,1,3,1,2,1,5
2,19,5,4,3,2,2,0,2,1,0,0,0,0,0,3,1,3,1,2,0,5
2,26,5,4,3,2,0,1,2,1,-1,0,0,0,1,1,1,3,0,1,2,5
1,19,5,2,1,1,0,0,0,2,0,0,0,0,0,1,1,3,2,1,1,5
1,25,5,3,1,1,1,0,0,2,-1,0,0,1,1,3,2,3,1,2,1,5
1,33,5,2,4,4,3,1,0,2,0,0,0,0,0,2,1,3,2,2,3,5
1,26,5,1,4,1,0,2,0,2,0,0,0,0,0,1,1,3,0,1,3,5
2,21,5,2,1,3,3,0,2,3,0,0,0,0,0,1,2,3,2,2,2,5
2,18,5,3,3,4,0,1,0,1,0,1,0,0,0,3,1,3,1,2,0,5
1,22,5,4,2,3,1,0,0,0,0,0,0,0,0,3,3,3,1,1,0,5
1,23,5,4,4,3,0,1,0,1,0,0,0,0,0,2,2,3,0,0,2,5
2,20,5,1,4,3,2,0,2,2,0,0,0,0,1,1,2,3,0,0,3,5
1,21,5,4,1,1,0,0,0,0,-1,0,0,0,0,1,3,2,2,2,0,5
2,18,5,4,3,1,0,0,0,0,0,0,0,0,0,3,1,3,2,1,0,5
1,23,5,1,4,4,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,5
2,21,5,1,3,4,2,1,0,2,0,0,0,1,1,1,1,3,1,2,0,5
1,24,5,4,4,3,3,0,-1,2,1,0,1,0,1,3,1,3,1,2,0,5
1,21,5,1,2,3,2,0,0,1,0,0,0,0,0,1,2,3,2,2,1,5
2,18,5,1,1,3,0,0,0,0,0,0,0,0,0,2,1,3,2,1,1,5
1,20,5,1,1,1,0,1,0,1,-1,0,0,0,0,2,1,2,2,2,0,5
2,18,5,3,4,3,1,0,0,1,0,0,0,0,0,1,1,3,3,2,1,5
1,22,5,4,4,4,2,2,2,2,-1,0,0,0,1,1,1,3,0,1,2,5
1,18,5,3,1,1,2,1,2,0,0,0,0,0,0,3,1,3,2,2,0,5
1,21,5,4,2,1,3,0,0,1,0,0,0,0,0,1,1,3,2,2,0,5
2,23,5,4,4,4,2,0,0,0,-1,0,0,1,1,2,3,3,1,1,0,5
2,18,5,1,1,2,1,0,0,2,-1,0,0,0,0,1,1,3,2,1,1,5
2,23,5,3,1,2,0,1,0,0,0,0,0,0,0,1,2,3,2,2,2,5
2,22,5,2,4,4,3,2,-1,2,1,0,0,1,2,1,1,3,1,1,3,5
2,21,5,1,3,3,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,5
1,28,5,3,4,3,0,1,-1,0,-1,0,0,0,0,3,1,3,2,2,0,5
1,23,5,4,3,4,2,0,0,1,0,0,0,0,1,1,1,3,1,1,3,5
2,18,5,3,4,3,1,1,2,2,0,1,1,0,0,2,2,1,3,3,1,5
2,25,5,2,2,4,1,0,0,1,0,0,0,0,0,1,1,3,0,1,2,5
2,18,5,1,1,3,1,0,2,2,0,0,0,0,2,1,1,3,3,1,3,5
2,30,5,1,2,4,1,1,-1,2,-1,0,0,0,1,1,2,3,1,1,0,5
1,32,5,1,1,4,0,1,0,1,0,0,0,0,0,3,2,2,2,0,0,5
1,24,5,4,4,4,1,1,2,3,-1,0,0,0,1,2,0,3,1,3,2,5
2,20,5,2,4,4,3,1,1,4,-1,0,1,1,1,3,1,3,2,1,2,5
2,19,5,4,2,2,4,1,-1,1,0,0,0,0,0,2,2,3,0,0,0,5
2,22,5,3,4,2,1,0,2,3,-1,0,0,0,0,3,1,3,0,1,2,5
2,18,5,3,3,3,3,0,2,2,0,0,0,1,0,1,1,3,2,1,1,5
1,21,5,3,4,3,1,1,-1,2,0,0,0,0,1,3,1,3,1,2,0,5
2,18,5,3,4,4,2,1,0,1,0,0,0,1,0,1,1,3,3,1,2,5
2,19,5,4,4,4,1,0,0,0,0,0,0,0,0,2,2,3,2,1,0,5
2,19,5,3,3,3,0,0,0,1,-1,0,0,1,0,2,1,3,3,1,0,5
1,21,5,3,3,2,1,1,-1,3,0,0,0,1,1,1,2,3,3,1,3,5
2,21,5,1,2,3,0,0,0,0,0,0,0,0,0,1,1,3,2,2,1,5
1,23,5,1,1,2,1,0,0,1,0,0,1,0,0,1,1,2,2,2,2,5
2,22,5,1,4,4,2,0,0,1,0,0,0,0,0,1,1,3,2,3,3,5
1,24,5,2,4,3,2,1,0,0,0,0,0,0,0,1,1,3,1,1,0,5
2,20,5,1,1,4,2,0,-1,2,0,0,0,0,0,1,1,3,2,2,1,5
2,20,5,3,4,2,0,0,0,2,-1,0,0,0,0,3,1,3,2,1,0,5
2,23,5,1,1,3,3,0,2,1,-1,0,0,0,2,1,2,3,1,0,2,5
1,23,5,3,2,1,0,0,0,1,-1,0,0,0,1,2,1,3,0,1,0,5
2,22,5,3,2,2,0,1,2,0,0,0,0,0,0,2,1,2,1,0,0,5
2,21,5,4,4,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,5
1,24,5,1,1,2,0,0,-1,0,0,0,0,0,0,3,2,3,1,0,2,5
2,21,5,2,1,4,1,1,0,1,-1,0,0,0,0,1,2,3,2,2,0,5
2,21,5,1,1,2,0,0,0,1,0,0,0,0,0,1,1,2,2,1,1,5
2,22,5,2,3,1,1,1,0,2,0,0,0,0,0,2,2,3,1,1,0,5
2,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,28,5,4,4,3,0,0,0,0,0,0,0,1,0,2,2,3,2,1,0,5
2,22,5,3,4,4,2,0,-1,0,0,0,0,0,0,3,1,3,1,0,2,5
2,28,5,2,2,2,1,1,2,1,-1,0,0,1,0,1,3,3,2,1,0,5
2,22,5,3,3,3,1,1,0,2,0,0,0,0,0,1,1,3,0,0,3,5
1,24,5,4,4,3,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,5
2,21,5,3,4,4,1,1,0,1,0,0,0,0,1,1,1,3,1,1,3,5
1,20,5,3,3,3,0,1,0,0,1,0,0,0,0,3,2,3,2,1,0,5
2,33,5,4,4,4,1,0,0,0,-1,0,0,0,0,3,1,3,1,1,0,5
2,22,5,4,2,2,0,1,0,2,0,0,1,1,0,2,2,3,2,2,1,5
1,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,23,5,4,1,3,3,0,0,0,1,0,0,0,2,1,2,3,2,3,0,5
1,26,5,1,1,3,0,0,0,1,0,0,0,0,0,1,1,3,3,1,1,5
2,19,5,2,3,1,0,0,0,1,0,0,0,0,0,3,2,2,2,1,1,5
2,20,5,3,2,2,1,1,-1,1,-1,0,0,0,0,2,2,3,2,2,1,5
2,26,5,1,1,2,0,1,-1,0,-1,0,0,0,0,3,1,3,1,0,0,5
2,20,5,1,1,4,1,1,-1,1,-1,0,0,0,0,1,1,3,0,0,1,5
2,21,5,2,4,2,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,5
2,27,5,2,4,4,1,1,-1,0,0,0,0,0,0,1,2,3,0,0,0,5
2,22,5,2,3,3,0,0,2,0,0,0,0,1,0,1,2,3,2,1,3,5
1,21,5,2,1,3,0,0,0,0,0,0,0,0,0,3,2,3,1,1,0,5
2,26,5,3,3,3,3,0,2,2,-1,0,0,0,1,2,2,3,2,1,2,5
2,18,5,3,2,3,0,0,0,2,-1,0,0,0,0,3,2,3,2,3,0,5
1,27,5,4,4,4,1,0,0,1,0,0,0,0,0,1,1,3,0,3,2,5
2,18,5,4,3,2,0,0,0,3,0,0,0,0,2,1,1,3,0,0,3,5
1,25,5,1,1,4,0,1,0,1,0,0,0,0,0,3,1,3,2,2,0,5
2,25,5,4,3,2,0,0,0,1,0,0,1,0,0,1,3,3,2,2,0,5
2,19,5,1,2,4,1,0,2,1,0,0,0,0,0,2,1,3,0,1,0,5
2,20,5,4,3,3,2,1,-1,3,0,0,0,0,2,1,1,3,2,2,0,5
1,19,5,3,4,4,1,1,0,1,-1,0,0,0,0,1,1,3,3,3,1,5
2,20,5,2,4,4,2,0,0,1,0,0,0,0,0,3,1,3,2,1,0,5
1,21,5,4,4,4,1,0,0,1,-1,0,0,0,0,1,2,3,3,1,0,5
1,20,5,4,2,3,1,2,2,2,0,0,0,0,0,1,3,3,1,1,0,5
2,21,5,3,4,4,2,1,-1,2,0,0,0,1,0,2,3,3,0,0,0,5
1,18,5,2,4,2,0,0,0,1,0,0,0,0,0,1,2,3,2,2,0,5
1,21,5,2,1,4,0,1,0,1,-1,0,0,0,0,2,1,3,2,2,0,5
2,21,5,4,3,3,0,0,0,0,0,0,0,0,0,3,2,3,1,1,0,5
2,21,5,4,4,4,1,0,-1,1,-1,0,0,1,0,1,1,3,1,1,2,5
1,22,5,4,4,3,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,5
2,19,5,2,2,2,1,1,0,0,0,0,0,0,0,2,2,2,1,1,0,5
1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,22,5,2,3,2,0,1,0,0,0,0,0,0,0,3,1,3,0,2,0,5
2,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,23,5,3,1,3,1,1,0,1,-1,0,0,0,0,1,1,3,2,2,2,5
1,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,22,5,2,3,4,0,1,0,1,0,0,0,0,0,1,1,3,2,3,3,5
1,28,5,4,4,4,0,0,0,0,0,0,0,0,0,1,2,3,0,2,3,5
2,21,5,2,2,3,0,0,0,1,0,0,0,0,0,2,2,2,2,2,0,5
1,28,5,4,4,4,1,0,0,0,0,0,0,0,1,1,1,3,0,2,0,5
2,22,5,3,4,4,2,1,0,3,-1,0,0,0,1,2,1,3,1,1,0,5
1,20,5,3,1,4,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,5
2,25,5,2,4,2,0,0,0,0,-1,0,0,0,1,2,0,3,2,2,2,5
1,23,5,3,1,2,1,0,0,2,0,0,0,0,0,2,2,3,2,2,2,5
2,22,5,4,2,3,2,0,0,2,0,0,0,0,3,2,1,3,1,1,1,5
1,21,5,4,1,3,0,0,-1,0,-1,0,0,0,0,1,2,3,0,0,0,5
1,18,5,1,2,2,0,1,2,1,0,0,1,0,0,2,2,3,2,2,2,5
1,34,5,4,4,3,2,0,0,0,0,0,0,0,0,3,1,1,1,1,0,5
1,22,5,1,2,4,2,0,0,2,-1,0,0,0,0,1,1,3,2,1,0,5
2,35,5,1,3,1,0,0,0,0,0,0,0,0,0,3,1,3,2,1,0,5
2,22,5,2,4,3,1,0,0,0,0,0,0,0,0,3,1,3,3,3,0,5
1,22,5,1,3,3,1,1,2,1,0,0,0,0,0,1,2,3,2,2,3,5
2,35,5,4,4,4,4,2,2,5,1,0,1,0,2,1,1,3,1,1,3,5
2,21,5,2,1,2,0,0,0,1,0,0,0,0,0,2,1,3,2,2,1,5
1,20,5,3,1,2,2,0,0,1,0,0,0,0,0,1,1,3,2,2,1,5
2,22,5,3,4,4,0,0,0,1,0,0,0,0,1,2,2,3,2,1,1,5
2,21,5,3,4,4,4,0,0,3,0,0,1,0,1,1,1,3,3,3,2,5
2,25,5,1,2,1,0,0,0,1,0,0,0,0,0,1,1,3,1,1,3,5
1,25,5,1,1,2,0,1,0,1,0,0,0,0,0,2,2,2,2,2,0,5
2,21,5,3,1,3,0,0,0,0,-1,0,0,0,0,2,2,3,2,1,2,5
1,24,5,3,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,0,0,5
2,33,5,2,2,2,1,0,0,1,0,0,0,0,0,2,2,2,2,2,0,5
1,20,5,1,1,2,0,0,0,1,0,0,0,0,1,2,2,3,2,2,0,5
2,20,5,2,3,1,0,0,0,2,0,0,0,0,0,2,1,3,2,0,1,5
2,20,5,1,1,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,0,5
1,21,5,3,4,4,2,1,0,2,0,0,0,0,0,2,1,3,2,2,0,5
2,23,5,3,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,5
2,19,5,3,3,3,2,0,0,1,-1,0,0,1,1,2,1,3,2,1,3,5
1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,34,5,1,4,3,3,0,0,1,-1,0,0,0,1,2,2,3,2,3,1,5
2,20,5,4,1,3,0,0,0,0,0,0,0,0,0,1,1,3,2,2,3,5
2,26,5,2,4,2,0,1,0,1,0,0,1,0,0,3,1,3,2,1,0,5
2,20,5,4,3,4,0,1,0,0,0,0,0,0,0,1,3,3,0,2,1,5
1,23,5,3,4,3,2,0,0,0,0,0,0,0,0,1,3,3,3,3,3,5
1,20,5,2,4,4,1,0,0,2,0,0,0,0,0,2,2,3,2,2,0,5
1,35,5,2,1,2,0,0,2,0,0,0,0,0,0,1,1,3,2,2,2,5
2,33,5,4,4,4,3,0,0,1,0,0,0,0,1,2,1,3,2,1,3,5
1,21,5,4,1,1,1,0,0,2,0,1,0,0,0,1,3,3,2,2,0,5
1,18,5,1,4,1,0,0,0,1,0,1,0,0,0,1,2,2,2,2,0,5
1,20,5,1,2,2,0,1,0,0,0,0,0,0,0,1,2,3,2,2,0,5
2,19,5,2,4,2,0,0,0,1,0,0,0,0,0,1,1,3,2,1,0,5
1,22,5,4,2,3,3,0,0,3,0,0,0,0,1,1,3,3,1,1,0,5
2,22,5,2,2,4,0,0,0,0,0,0,0,0,0,1,1,3,3,1,0,5
2,27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,26,5,4,4,4,0,0,2,0,0,0,0,0,0,1,3,3,2,2,0,5
1,18,5,1,2,3,0,1,0,1,-1,0,0,0,0,3,2,2,2,2,0,5
1,20,5,1,1,3,2,0,0,1,0,0,0,0,0,3,1,3,1,1,0,5
1,29,5,3,4,3,1,0,2,0,0,0,0,0,0,2,2,3,2,1,0,5
2,22,5,4,1,2,0,0,0,1,1,1,0,0,1,1,0,0,2,2,2,5
2,21,5,3,4,4,4,2,-1,4,1,0,1,1,1,2,1,3,1,1,3,5
2,22,5,4,4,3,2,0,0,2,-1,0,1,0,1,1,2,3,0,2,2,5
2,26,5,4,3,4,2,0,0,1,-1,0,0,0,1,2,2,3,0,2,2,5
2,22,5,3,4,4,3,1,2,2,0,0,0,0,3,2,1,3,1,1,2,5
1,26,5,4,2,3,0,0,-1,0,-1,0,0,0,0,1,1,3,0,0,0,5
2,20,5,3,4,3,0,0,0,1,-1,0,1,0,0,2,2,3,1,1,0,5
2,18,5,2,3,3,1,1,0,3,0,0,0,1,2,3,1,3,3,1,3,5
1,21,5,2,1,3,2,0,0,1,0,0,0,0,0,1,1,2,3,3,1,5
2,21,5,3,2,2,0,0,0,2,0,0,0,0,0,2,0,3,0,2,0,5
1,21,5,2,4,4,0,1,0,1,0,0,0,0,0,1,2,3,2,2,1,5
1,22,5,4,1,2,0,0,0,0,-1,0,0,0,0,1,2,3,2,2,1,5
1,24,5,1,3,4,0,0,0,1,0,0,0,0,1,1,2,2,3,1,0,5
2,25,5,1,4,3,0,0,0,3,1,0,0,0,1,1,1,3,3,2,2,5
1,29,5,4,4,4,0,0,0,0,0,0,0,1,0,2,1,3,2,1,3,5
1,22,5,2,1,2,0,0,0,1,0,0,0,0,0,1,1,3,2,0,1,5
2,22,5,1,4,4,0,0,0,1,0,0,0,1,0,1,1,3,0,1,3,5
2,24,5,3,2,3,0,0,0,1,0,0,0,0,0,0,1,3,2,0,0,5
2,20,5,3,1,1,1,0,-1,3,0,0,0,0,2,1,1,3,2,0,2,5
1,22,5,3,4,3,0,0,0,0,0,0,0,1,0,1,1,3,0,0,3,5
1,20,5,3,4,4,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,5
2,21,5,3,1,3,1,0,0,1,0,0,0,0,0,1,1,3,2,0,1,5
2,19,5,2,4,1,0,0,0,0,-1,0,0,0,0,2,1,3,2,1,1,5
2,26,5,2,2,2,1,0,2,1,0,0,0,1,2,1,1,2,2,2,3,5
1,23,5,3,4,3,0,0,0,1,0,0,0,0,0,3,2,3,2,1,0,5
1,32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,28,5,3,4,3,0,0,0,0,-1,0,0,0,0,1,1,3,0,2,3,5
1,19,5,4,1,1,0,0,0,1,0,0,0,0,0,1,2,3,0,0,2,5
1,21,5,1,4,3,0,1,0,1,0,0,0,0,0,1,2,3,2,2,1,5
1,23,5,3,2,2,1,0,2,2,0,0,0,0,0,1,2,3,3,1,3,5
2,19,5,2,1,2,0,0,0,1,0,0,0,1,1,1,1,3,2,1,3,5
2,19,5,1,2,2,0,0,0,0,0,0,0,0,0,3,2,3,0,1,0,5
1,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,27,5,3,3,3,1,0,0,1,0,0,0,0,0,2,1,3,1,3,1,5
2,20,5,1,1,3,0,0,-1,1,0,0,0,0,0,1,1,3,2,2,0,5
1,23,5,4,3,4,2,0,0,0,0,0,0,0,0,3,3,3,0,1,1,5
1,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,22,5,4,1,1,0,1,0,1,0,0,0,0,0,1,2,2,2,1,0,5
2,20,5,4,4,4,4,2,-1,4,-1,0,1,0,2,2,1,3,3,1,1,5
1,21,5,3,4,3,0,0,0,1,-1,0,0,1,0,1,1,3,3,0,0,5
2,22,5,1,1,1,0,0,0,1,0,0,0,0,0,2,1,3,1,1,0,5
1,27,5,3,4,4,3,0,2,4,1,0,0,1,1,1,1,3,0,1,3,5
1,20,5,4,4,2,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,5
1,29,5,1,1,1,0,0,0,1,0,0,0,0,0,3,1,2,2,0,0,5
1,23,5,4,3,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,3,5
2,19,5,2,4,4,4,0,1,2,0,0,0,0,2,3,1,3,1,1,3,5
2,21,5,3,4,4,0,1,-1,1,0,0,1,0,0,2,1,3,2,1,0,5
2,19,5,4,3,2,1,0,-1,1,-1,0,1,0,0,1,2,3,2,1,0,5
2,21,5,4,3,3,0,0,2,1,0,0,0,0,0,1,1,3,0,0,3,5
2,18,5,3,1,3,1,1,0,1,0,0,0,0,0,1,1,3,2,2,2,5
1,20,5,3,1,3,1,0,0,2,0,0,0,0,2,1,1,3,2,1,3,5
2,27,5,0,3,3,4,2,-1,2,-1,0,1,0,3,1,3,3,1,1,3,5
2,18,5,4,1,1,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,5
2,19,5,2,4,3,2,0,-1,1,0,0,0,1,0,2,2,3,1,2,0,5
2,20,5,3,4,3,4,0,-1,1,0,0,0,0,0,1,1,3,2,3,0,5
2,22,5,4,1,1,1,0,0,1,0,0,0,0,0,1,3,0,0,0,0,5
2,28,5,3,1,2,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,5
2,19,5,1,4,3,1,2,2,4,0,0,1,0,0,2,1,3,1,1,0,5
2,20,5,3,4,4,1,1,-1,3,0,0,0,1,0,2,2,3,2,1,0,5
2,31,5,4,1,2,2,0,1,0,0,0,0,0,1,1,2,3,2,1,2,5
2,18,5,1,4,2,0,1,0,1,-1,0,0,0,0,3,2,3,3,1,0,5
1,19,5,4,1,3,1,1,-1,0,-1,0,0,0,0,2,1,3,2,2,0,5
2,19,5,4,1,3,1,1,0,1,0,0,0,0,0,3,2,3,2,2,1,5
1,20,5,2,1,3,1,0,0,1,-1,0,0,0,0,1,2,3,2,2,0,5
1,20,5,4,4,2,0,1,0,1,0,0,0,0,0,2,1,3,1,1,1,5
2,29,5,4,3,3,2,1,0,0,0,0,0,0,0,1,0,3,0,0,0,5
1,20,5,2,1,2,0,0,-1,1,-1,0,0,0,0,3,1,3,1,2,0,5
2,18,5,4,3,2,4,2,0,0,0,0,0,0,0,3,1,3,2,1,0,5
1,32,5,4,4,2,0,0,0,2,0,0,0,1,0,1,2,3,2,1,3,5
1,22,5,3,1,1,1,0,0,0,-1,0,0,0,0,1,1,0,1,2,0,5
2,21,5,2,1,3,0,0,0,1,0,0,0,0,0,1,1,3,2,3,0,5
1,25,5,4,4,3,0,1,0,1,0,0,0,0,0,3,3,2,0,0,0,5
2,25,5,1,1,2,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,5
2,21,5,1,4,4,0,0,0,1,0,0,0,0,0,1,1,3,2,1,1,5
2,18,5,4,4,3,1,1,-1,0,0,0,0,1,0,1,1,3,2,1,3,5
1,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2,18,5,4,4,3,3,0,0,2,1,1,0,0,0,3,1,1,3,3,0,5
2,21,5,4,3,4,0,1,1,0,0,0,0,0,0,1,1,3,2,2,1,5
2,18,5,3,1,1,1,0,-1,3,-1,0,0,0,1,1,3,3,3,2,1,5
1,18,5,2,2,2,0,0,0,1,0,1,0,0,0,1,0,0,2,1,1,5
2,20,5,1,3,2,1,0,2,0,0,0,0,0,0,2,1,3,0,1,0,5
1,20,2,4,1,3,3,1,0,0,-1,0,0,0,1,1,3,3,2,2,1,2
2,22,2,1,3,4,4,2,-1,5,-1,0,1,0,2,3,1,0,1,1,0,2
2,18,2,3,4,3,3,1,0,0,1,0,0,0,1,1,1,3,2,2,0,2
2,18,2,3,3,4,3,0,2,2,0,0,1,0,0,1,1,3,2,2,0,2
1,20,2,4,4,4,3,1,2,1,0,0,0,0,1,2,1,3,3,3,0,2
1,20,2,3,1,4,4,1,-1,3,1,0,0,0,2,1,1,2,0,0,0,2
2,21,2,3,3,3,4,0,-1,1,-1,0,0,0,0,3,2,3,3,3,0,2
2,19,2,4,3,4,4,0,0,3,0,0,1,0,2,3,2,3,1,0,0,2
1,21,2,1,1,2,0,1,0,1,0,0,0,0,0,3,1,3,1,2,0,2
2,26,2,3,4,2,3,1,0,1,0,0,1,0,0,2,2,2,3,2,3,2
2,25,2,2,2,3,2,1,-1,0,0,0,0,0,0,0,2,3,2,0,0,2
2,20,2,3,4,4,1,0,0,1,0,0,0,0,0,1,1,3,0,1,1,2
2,28,2,2,2,3,2,2,-1,1,0,0,0,0,0,2,0,3,2,2,0,2
2,23,2,3,3,3,2,1,-1,2,-1,0,0,0,0,2,3,3,1,0,0,2
1,23,2,4,4,4,0,0,0,0,-1,0,0,0,0,3,3,3,2,0,0,2
2,20,2,2,2,4,1,2,-1,3,0,0,0,0,0,1,1,3,1,1,0,2
1,32,2,1,1,3,3,0,0,1,0,0,0,0,1,2,1,3,0,1,0,2
2,20,2,1,1,2,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,2
2,21,2,1,1,2,0,1,0,0,0,0,0,0,0,2,1,3,2,2,0,2
2,18,2,3,1,2,1,0,0,1,0,0,0,0,0,1,1,3,2,2,0,2
2,22,2,3,1,2,1,0,2,1,0,0,0,0,1,1,2,3,2,2,0,2
2,19,2,4,4,2,3,1,0,1,0,0,0,0,3,3,2,3,3,1,3,2
1,20,2,4,3,3,4,0,-1,1,-1,0,1,0,1,0,1,3,1,1,2,2
2,19,2,3,1,4,3,1,0,1,0,0,0,0,1,2,1,3,0,0,2,2
1,22,2,3,4,2,0,0,0,2,0,0,0,0,0,2,2,3,0,3,0,2
1,22,2,3,3,3,4,1,-1,2,-1,0,0,1,0,3,3,3,1,2,0,2
1,30,2,3,2,2,1,1,0,1,0,0,0,0,0,1,1,3,2,1,2,2
2,19,2,1,3,4,1,0,0,0,0,0,0,0,0,3,1,3,0,0,0,2
1,20,2,4,4,4,0,1,-1,1,0,0,0,0,0,2,1,3,1,2,1,2
2,20,2,3,1,4,4,0,2,0,-1,0,0,0,0,3,2,3,1,1,0,2
2,19,2,4,2,2,1,0,0,0,-1,0,0,0,0,2,1,3,0,0,0,2
2,25,2,1,4,4,2,2,0,2,-1,0,1,0,1,1,1,3,0,0,3,2
2,21,2,2,1,3,3,0,0,1,0,0,0,0,0,1,1,3,2,2,0,2
1,24,2,3,2,3,0,1,0,0,0,0,0,0,0,2,2,3,2,3,0,2
2,20,2,3,3,3,0,0,0,0,0,0,0,0,0,3,1,3,2,1,0,2
2,21,2,4,2,4,3,0,-1,2,1,0,1,0,2,1,1,3,2,0,0,2
1,20,2,3,3,3,1,2,0,1,0,0,0,0,0,3,2,3,0,0,0,2
1,35,2,4,2,3,1,0,0,1,0,0,0,0,0,1,3,3,3,0,0,2
